Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego Speed (m/s),Smoothed Lead Speed (m/s),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Lead Braking Distance (m),Braking Phase
6.45,14.54,16.27,15.45,17.77,10.94,13.43,4.039,4.292,1.278,0.833,0.0,,
6.5,14.77,16.09,15.59,17.79,11.14,13.65,4.103,4.331,1.278,0.778,0.0,,
6.55,14.98,16.56,15.74,17.81,11.35,13.88,4.161,4.372,1.167,0.833,0.0,,
6.6,15.14,16.38,15.89,17.83,11.56,14.11,4.206,4.414,0.889,0.833,0.0,,
6.65,15.25,16.85,16.03,17.85,11.77,14.34,4.236,4.453,0.611,0.778,0.0,,
6.7,15.32,16.67,16.18,17.87,11.98,14.57,4.256,4.494,0.389,0.833,0.0,,
6.75,15.4,17.13,16.32,17.9,12.2,14.81,4.278,4.533,0.444,0.778,0.0,,
6.8,15.5,16.96,16.47,17.92,12.41,15.05,4.306,4.575,0.556,0.833,0.0,,
6.85,15.63,17.4,16.61,17.94,12.63,15.29,4.342,4.614,0.722,0.778,0.0,,
6.9,15.78,17.25,16.76,17.96,12.85,15.53,4.383,4.656,0.833,0.833,0.0,,
6.95,15.95,17.68,16.9,17.99,13.07,15.77,4.431,4.694,0.944,0.778,0.0,,
7.0,16.14,17.54,17.04,18.01,13.29,16.02,4.483,4.733,1.056,0.778,0.0,,
7.05,16.34,17.96,17.18,18.03,13.52,16.27,4.539,4.772,1.111,0.778,0.0,,
7.1,16.54,17.82,17.33,18.05,13.74,16.51,4.594,4.814,1.111,0.833,0.0,,
7.15,16.73,18.1,17.45,18.07,13.98,16.76,4.647,4.847,1.056,0.667,0.0,,
7.2,16.9,18.24,17.61,18.09,14.21,17.02,4.694,4.892,0.944,0.889,0.0,,
7.25,17.05,18.92,17.79,18.11,14.45,17.27,4.736,4.942,0.833,1.0,0.0,,
7.3,17.19,17.88,17.88,18.12,14.68,17.52,4.775,4.967,0.778,0.5,0.0,,
7.35,17.31,18.66,18.0,18.14,14.92,17.78,4.808,5.0,0.667,0.667,0.0,,
7.4,17.44,18.7,18.15,18.16,15.16,18.04,4.844,5.042,0.722,0.833,0.0,,
7.45,17.56,19.0,18.28,18.18,15.41,18.3,4.878,5.078,0.667,0.722,0.0,,
7.5,17.69,18.94,18.42,18.2,15.65,18.57,4.914,5.117,0.722,0.778,0.0,,
7.55,17.83,19.21,18.55,18.22,15.9,18.83,4.953,5.153,0.778,0.722,0.0,,
7.6,18.01,19.12,18.68,18.23,16.15,19.1,5.003,5.189,1.0,0.722,0.0,,
7.65,18.18,19.37,18.8,18.25,16.4,19.37,5.05,5.222,0.944,0.667,0.0,,
7.7,18.34,19.27,18.91,18.27,16.65,19.64,5.094,5.253,0.889,0.611,0.0,,
7.75,18.51,19.51,18.97,18.28,16.91,19.91,5.142,5.269,0.944,0.333,0.0,,
7.8,18.69,19.39,19.12,18.29,17.17,20.18,5.192,5.311,1.0,0.833,0.0,,
7.85,18.88,19.61,19.21,18.3,17.43,20.45,5.244,5.336,1.056,0.5,0.0,,
7.9,19.08,19.49,19.29,18.31,17.69,20.72,5.3,5.358,1.111,0.444,0.0,,
7.95,19.26,19.7,19.36,18.32,17.96,20.99,5.35,5.378,1.0,0.389,0.0,,
8.0,19.43,19.57,19.43,18.32,18.23,21.27,5.397,5.397,0.944,0.389,0.0,,
8.05,19.56,20.08,19.51,18.33,18.5,21.54,5.433,5.419,0.722,0.444,0.0,,
8.1,19.69,19.91,19.59,18.33,18.77,21.82,5.469,5.442,0.722,0.444,0.0,,
8.15,19.84,20.08,19.66,18.33,19.05,22.1,5.511,5.461,0.833,0.389,0.0,,
8.2,19.98,19.91,19.73,18.33,19.32,22.38,5.55,5.481,0.778,0.389,0.0,,
8.25,20.11,20.08,19.78,18.33,19.6,22.66,5.586,5.494,0.722,0.278,0.0,,
8.3,20.22,19.91,19.83,18.33,19.88,22.93,5.617,5.508,0.611,0.278,0.0,,
8.35,20.3,20.08,19.88,18.33,20.16,23.21,5.639,5.522,0.444,0.278,0.0,,
8.4,20.35,19.91,19.92,18.32,20.45,23.49,5.653,5.533,0.278,0.222,0.0,,
8.45,20.36,20.08,19.96,18.32,20.73,23.77,5.656,5.544,0.056,0.222,0.0,,
8.5,20.36,19.91,19.99,18.31,21.01,24.04,5.656,5.553,0.0,0.167,0.0,,
8.55,20.34,20.08,19.99,18.31,21.29,24.32,5.65,5.553,-0.111,0.0,0.0,,
8.6,20.32,19.91,19.99,18.3,21.58,24.6,5.644,5.553,-0.111,0.0,0.0,,
8.65,20.3,20.08,19.99,18.3,21.86,24.88,5.639,5.553,-0.111,0.0,0.0,,
8.7,20.3,19.91,19.99,18.29,22.14,25.15,5.639,5.553,0.0,0.0,0.0,,
8.75,20.3,20.08,19.99,18.29,22.42,25.43,5.639,5.553,0.0,0.0,0.0,,
8.8,20.3,19.91,19.99,18.29,22.7,25.71,5.639,5.553,0.0,0.0,0.0,,
8.85,20.31,20.08,19.99,18.28,22.99,25.99,5.642,5.553,0.056,0.0,0.0,,
8.9,20.3,19.91,19.99,18.28,23.27,26.27,5.639,5.553,-0.056,0.0,0.0,,
8.95,20.28,20.08,19.99,18.27,23.55,26.54,5.633,5.553,-0.111,0.0,0.0,,
9.0,20.25,19.91,19.99,18.27,23.83,26.82,5.625,5.553,-0.167,0.0,0.0,,
9.05,20.2,20.08,19.99,18.27,24.11,27.1,5.611,5.553,-0.278,0.0,0.0,,
9.1,20.14,19.91,19.99,18.27,24.39,27.38,5.594,5.553,-0.333,0.0,0.0,,
9.15,20.07,20.08,19.99,18.26,24.67,27.65,5.575,5.553,-0.389,0.0,0.0,,
9.2,20.01,19.91,19.99,18.26,24.95,27.93,5.558,5.553,-0.333,0.0,0.0,,
9.25,19.94,20.08,19.99,18.26,25.23,28.21,5.539,5.553,-0.389,0.0,0.0,,
9.3,19.87,19.91,19.99,18.27,25.5,28.49,5.519,5.553,-0.389,0.0,0.0,,
9.35,19.81,20.08,19.99,18.27,25.78,28.77,5.503,5.553,-0.333,0.0,0.0,,
9.4,19.76,19.91,19.99,18.27,26.05,29.04,5.489,5.553,-0.278,0.0,0.0,,
9.45,19.73,20.08,19.99,18.27,26.33,29.32,5.481,5.553,-0.167,0.0,0.0,,
9.5,19.71,19.91,19.99,18.28,26.6,29.6,5.475,5.553,-0.111,0.0,0.0,,
9.55,19.72,20.08,19.99,18.28,26.88,29.88,5.478,5.553,0.056,0.0,0.0,,
9.6,19.76,19.91,19.99,18.29,27.15,30.15,5.489,5.553,0.222,0.0,0.0,,
9.65,19.82,20.08,19.99,18.29,27.42,30.43,5.506,5.553,0.333,0.0,0.0,,
9.7,19.89,19.91,19.99,18.29,27.7,30.71,5.525,5.553,0.389,0.0,0.0,,
9.75,19.97,20.08,19.99,18.29,27.98,30.99,5.547,5.553,0.444,0.0,0.0,,
9.8,20.05,19.91,19.99,18.29,28.26,31.26,5.569,5.553,0.444,0.0,0.0,,
9.85,20.11,20.08,19.99,18.29,28.53,31.54,5.586,5.553,0.333,0.0,0.0,,
9.9,20.14,19.91,19.99,18.29,28.81,31.82,5.594,5.553,0.167,0.0,0.0,,
9.95,20.11,20.08,19.99,18.29,29.09,32.1,5.586,5.553,-0.167,0.0,0.0,,
10.0,20.05,19.91,19.99,18.28,29.37,32.38,5.569,5.553,-0.333,0.0,0.0,,
10.05,19.97,20.08,19.99,18.28,29.65,32.65,5.547,5.553,-0.444,0.0,0.0,,
10.1,19.88,19.91,19.99,18.28,29.93,32.93,5.522,5.553,-0.5,0.0,0.0,,
10.15,19.77,20.08,19.99,18.29,30.2,33.21,5.492,5.553,-0.611,0.0,0.0,,
10.2,19.68,19.91,19.99,18.29,30.48,33.49,5.467,5.553,-0.5,0.0,0.0,,
10.25,19.62,20.08,19.99,18.3,30.75,33.76,5.45,5.553,-0.333,0.0,0.0,,
10.3,19.62,19.91,19.99,18.3,31.02,34.04,5.45,5.553,0.0,0.0,0.0,,
10.35,19.66,20.08,19.99,18.31,31.29,34.32,5.461,5.553,0.222,0.0,0.0,,
10.4,19.75,19.91,19.99,18.31,31.57,34.6,5.486,5.553,0.5,0.0,0.0,,
10.45,19.88,20.08,19.99,18.31,31.84,34.88,5.522,5.553,0.722,0.0,0.0,,
10.5,20.03,19.91,19.99,18.31,32.12,35.15,5.564,5.553,0.833,0.0,0.0,,
10.55,20.17,20.08,19.99,18.31,32.4,35.43,5.603,5.553,0.778,0.0,0.0,,
10.6,20.29,19.91,19.99,18.31,32.68,35.71,5.636,5.553,0.667,0.0,0.0,,
10.65,20.35,20.08,19.99,18.3,32.96,35.99,5.653,5.553,0.333,0.0,0.0,,
10.7,20.34,19.91,19.99,18.3,33.25,36.26,5.65,5.553,-0.056,0.0,0.0,,
10.75,20.27,20.08,19.99,18.29,33.53,36.54,5.631,5.553,-0.389,0.0,0.0,,
10.8,20.15,19.91,19.99,18.29,33.81,36.82,5.597,5.553,-0.667,0.0,0.0,,
10.85,20.0,20.08,19.99,18.29,34.09,37.1,5.556,5.553,-0.833,0.0,0.0,,
10.9,19.83,19.91,19.99,18.29,34.36,37.37,5.508,5.553,-0.944,0.0,0.0,,
10.95,19.69,20.08,19.99,18.3,34.64,37.65,5.469,5.553,-0.778,0.0,0.0,,
11.0,19.58,19.91,19.99,18.3,34.91,37.93,5.439,5.553,-0.611,0.0,0.0,,
11.05,19.54,20.08,19.99,18.31,35.18,38.21,5.428,5.553,-0.222,0.0,0.0,,
11.1,19.57,19.91,19.99,18.31,35.45,38.49,5.436,5.553,0.167,0.0,0.0,,
11.15,19.67,20.08,19.99,18.32,35.73,38.76,5.464,5.553,0.556,0.0,0.0,,
11.2,19.8,19.91,19.99,18.32,36.0,39.04,5.5,5.553,0.722,0.0,0.0,,
11.25,19.97,20.08,19.99,18.32,36.28,39.32,5.547,5.553,0.944,0.0,0.0,,
11.3,20.13,19.91,19.99,18.32,36.56,39.6,5.592,5.553,0.889,0.0,0.0,,
11.35,20.27,20.08,19.99,18.32,36.84,39.87,5.631,5.553,0.778,0.0,0.0,,
11.4,20.36,19.91,19.99,18.31,37.12,40.15,5.656,5.553,0.5,0.0,0.0,,
11.45,20.39,20.08,19.99,18.31,37.4,40.43,5.664,5.553,0.167,0.0,0.0,,
11.5,20.35,19.91,19.99,18.3,37.69,40.71,5.653,5.553,-0.222,0.0,0.0,,
11.55,20.25,20.08,19.99,18.3,37.97,40.99,5.625,5.553,-0.556,0.0,0.0,,
11.6,20.12,19.91,19.99,18.3,38.25,41.26,5.589,5.553,-0.722,0.0,0.0,,
11.65,19.96,20.08,19.99,18.3,38.53,41.54,5.544,5.553,-0.889,0.0,0.0,,
11.7,19.81,19.91,19.99,18.3,38.8,41.82,5.503,5.553,-0.833,0.0,0.0,,
11.75,19.68,20.08,19.99,18.3,39.07,42.1,5.467,5.553,-0.722,0.0,0.0,,
11.8,19.6,19.91,19.99,18.31,39.35,42.37,5.444,5.553,-0.444,0.0,0.0,,
11.85,19.58,20.08,19.99,18.31,39.62,42.65,5.439,5.553,-0.111,0.0,0.0,,
11.9,19.63,19.91,19.99,18.32,39.89,42.93,5.453,5.553,0.278,0.0,0.0,,
11.95,19.73,20.08,19.99,18.32,40.17,43.21,5.481,5.553,0.556,0.0,0.0,,
12.0,19.87,19.91,19.99,18.33,40.44,43.48,5.519,5.553,0.778,0.0,0.0,,
12.05,20.01,20.08,19.99,18.33,40.72,43.76,5.558,5.553,0.778,0.0,0.0,,
12.1,20.15,19.91,19.99,18.32,41.0,44.04,5.597,5.553,0.778,0.0,0.0,,
12.15,20.25,20.08,19.99,18.32,41.28,44.32,5.625,5.553,0.556,0.0,0.0,,
12.2,20.29,19.91,19.99,18.32,41.56,44.6,5.636,5.553,0.222,0.0,0.0,,
12.25,20.26,20.08,19.99,18.31,41.84,44.87,5.628,5.553,-0.167,0.0,0.0,,
12.3,20.18,19.91,19.99,18.31,42.12,45.15,5.606,5.553,-0.444,0.0,0.0,,
12.35,20.05,20.08,19.99,18.31,42.4,45.43,5.569,5.553,-0.722,0.0,0.0,,
12.4,19.91,19.91,19.99,18.31,42.68,45.71,5.531,5.553,-0.778,0.0,0.0,,
12.45,19.75,20.08,19.99,18.31,42.95,45.98,5.486,5.553,-0.889,0.0,0.0,,
12.5,19.63,19.91,19.99,18.32,43.23,46.26,5.453,5.553,-0.667,0.0,0.0,,
12.55,19.57,20.08,19.99,18.32,43.5,46.54,5.436,5.553,-0.333,0.0,0.0,,
12.6,19.59,19.91,19.99,18.33,43.77,46.82,5.442,5.553,0.111,0.0,0.0,,
12.65,19.66,20.08,19.99,18.33,44.04,47.1,5.461,5.553,0.389,0.0,0.0,,
12.7,19.77,19.91,19.99,18.34,44.32,47.37,5.492,5.553,0.611,0.0,0.0,,
12.75,19.89,20.08,19.99,18.34,44.59,47.65,5.525,5.553,0.667,0.0,0.0,,
12.8,20.0,19.91,19.99,18.34,44.87,47.93,5.556,5.553,0.611,0.0,0.0,,
12.85,20.08,20.08,19.99,18.34,45.15,48.21,5.578,5.553,0.444,0.0,0.0,,
12.9,20.12,19.91,19.99,18.34,45.43,48.48,5.589,5.553,0.222,0.0,0.0,,
12.95,20.1,20.08,19.99,18.34,45.71,48.76,5.583,5.553,-0.111,0.0,0.0,,
13.0,20.02,19.91,19.99,18.33,45.99,49.04,5.561,5.553,-0.444,0.0,0.0,,
13.05,19.9,20.08,19.99,18.34,46.26,49.32,5.528,5.553,-0.667,0.0,0.0,,
13.1,19.76,19.91,19.99,18.34,46.54,49.59,5.489,5.553,-0.778,0.0,0.0,,
13.15,19.61,20.08,19.99,18.34,46.81,49.87,5.447,5.553,-0.833,0.0,0.0,,
13.2,19.49,19.91,19.99,18.35,47.08,50.15,5.414,5.553,-0.667,0.0,0.0,,
13.25,19.43,20.08,19.99,18.36,47.35,50.43,5.397,5.553,-0.333,0.0,0.0,,
13.3,19.42,19.91,19.99,18.36,47.62,50.71,5.394,5.553,-0.056,0.0,0.0,,
13.35,19.48,20.08,19.99,18.37,47.89,50.98,5.411,5.553,0.333,0.0,0.0,,
13.4,19.59,19.91,19.99,18.38,48.16,51.26,5.442,5.553,0.611,0.0,0.0,,
13.45,19.71,20.08,19.99,18.38,48.44,51.54,5.475,5.553,0.667,0.0,0.0,,
13.5,19.83,19.91,19.99,18.39,48.71,51.82,5.508,5.553,0.667,0.0,0.0,,
